Well Name,# Stages,# Clusters ,Estimated Average Stage Time,Actual Average Stage Time,Frac Fleet,Fleet Type,Target Formation,Field Area,Ambient Temperature,Grid,Diesel,CNG,Fuel Type,Sand Provider 
Lake 1H,50,316,114.3,83,Fleet 8,Zipper,Pecan Tree,DKR,61,0,83034,13891,DGB,SAND_C_X
Yolo 1H,50,371,120,131,Fleet 9,Simul,Lone Star,CPE,61.1,0,36216,9915,DGB,SAND_C_R
Yolo 2H,50,349,120,130.5,Fleet 9,Simul,Lone Star,CPE,61.1,0,33799,10088,DGB,SAND_C_X
Yolo 3H,50,375,,132.2,Fleet 9,Simul,Lone Star,CPE,61.1,0,32665,9617,DGB,SAND_C_A
Yolo 4H,50,314,120,,Fleet 9,Simul,Longhorn,CPE,61.1,0,36651,9544,DGB,SAND_C_A
Yolo 5H,50,314,120,139.7,Fleet 9,Simul,Longhorn,CPE,61.1,0,35358,9880,DGB,SAND_C_R
Yolo 6H,50,388,120,,Fleet 9,Simul,Longhorn,CPE,61.1,0,34494,9534,DGB,SAND_C_X
Lake 1H,50,332,68.6,,Fleet 15,Zipper,Rodeo,Moody Center,61.6,0,81998,0,Diesel,SAND_C_X
Lake 2H,50,307,68.6,82.6,Fleet 15,Zipper,Rodeo,Moody Center,61.6,0,87394,0,Diesel,SAND_C_R
Lake 3H,50,382,68.6,83.2,Fleet 15,Zipper,Rodeo,Moody Center,61.6,0,81936,0,Diesel,SAND_C_X
Adams 1H,42,339,82.3,98.3,Fleet 15,Zipper,Rodeo,DKR,62.8,0,87442,0,Diesel,SAND_C_A
Adams 2H,42,246,82.3,98.1,Fleet 15,Zipper,Rodeo,DKR,62.8,0,88572,0,Diesel,SAND_C_R
Adams 3H,50,337,95.2,115,Fleet 15,Zipper,Cowboy,DKR,62.8,0,112668,0,Diesel,SAND_C_A
Adams 4H,50,349,85.7,105.1,Fleet 15,Zipper,Longhorn,DKR,62.8,0,108745,0,Diesel,SAND_C_X
Adams 5H,50,332,85.7,106.3,Fleet 15,Zipper,Longhorn,DKR,62.8,0,109813,0,Diesel,SAND_C_A
Adams 6H,50,362,76.2,90.4,Fleet 15,Zipper,Bluebonnet,DKR,62.8,0,97273,0,Diesel,SAND_C_X
Allamakee 1H,50,326,106.7,100.5,Fleet 2,Simul,Bluebonnet,West Campus,63.8,0,98508,0,Diesel,SAND_C_X
Allamakee 2H,50,381,106.7,96.9,Fleet 2,Simul,Bluebonnet,West Campus,63.8,0,98376,0,Diesel,SAND_C_X
Allamakee 3H,50,395,106.7,97.3,Fleet 2,Simul,Cowboy,West Campus,63.8,0,95567,0,Diesel,SAND_C_R
San Luis Obispo 1H,51,332,133.3,143.6,Fleet 9,Simul,Rodeo,Moody Center,63.9,0,25163,15017,DGB,SAND_C_X
San Luis Obispo 2H,51,344,133.3,143.5,Fleet 9,Simul,Rodeo,Moody Center,63.9,0,27008,15943,DGB,SAND_C_X
San Luis Obispo 3H,51,371,,146.9,Fleet 9,Simul,Magnolia,Moody Center,63.9,0,17017,16479,DGB,SAND_C_X
San Luis Obispo 5H,51,323,133.3,145.6,Fleet 9,Simul,Magnolia,Moody Center,63.9,0,16264,16162,DGB,SAND_C_A
San Luis Obispo 6H,51,347,133.3,145.2,Fleet 9,Simul,Rodeo,Moody Center,63.9,0,17265,15972,DGB,SAND_C_R
Gilmer 1H,75,567,133.3,147.1,Fleet 14,Simul,Lone Star,Gregory Gym,64,0,144413,0,Diesel,SAND_C_R
Gilmer 2H,75,486,133.3,140.6,Fleet 14,Simul,Lone Star,Gregory Gym,64,0,141173,0,Diesel,SAND_C_R
Gilmer 3H,75,565,,147.1,Fleet 14,Simul,Lone Star,Gregory Gym,64,0,138040,0,Diesel,SAND_C_A
Gilmer 4H,75,531,120,133.1,Fleet 14,Simul,Longhorn,Gregory Gym,64,0,145845,0,Diesel,SAND_C_X
Gilmer 5H,75,529,120,139.6,Fleet 14,Simul,Longhorn,Gregory Gym,64,0,138744,0,Diesel,SAND_C_A
Franklin 1H,50,335,,,Fleet 3,,Bluebonnet,Moody Center,64,0,0,18594,Turbine,SAND_C_R
Franklin 2H,50,375,,109.6,Fleet 3,,Bluebonnet,Moody Center,64,0,0,17575,Turbine,SAND_C_R
Franklin 3H,50,350,,110,Fleet 3,,Bluebonnet,Moody Center,64,0,0,18444,Turbine,SAND_C_R
Franklin 4H,50,326,,87.6,Fleet 3,,Monarch Butterfly,Moody Center,64,0,0,14671,Turbine,SAND_C_A
Franklin 5H,50,303,,86.9,Fleet 3,,Monarch Butterfly,Moody Center,64,0,0,14200,Turbine,SAND_C_A
Polk 1H,84,552,120,141.8,Fleet 12,Simul,Longhorn,DKR,64.1,0,173106,0,Diesel,SAND_C_X
Polk 2H,84,607,106.7,124.2,Fleet 12,Simul,Bluebonnet,DKR,64.1,0,149031,0,Diesel,SAND_C_X
Polk 3H,84,593,106.7,122.4,Fleet 12,Simul,Bluebonnet,DKR,,0,143558,0,Diesel,SAND_C_X
Polk 4H,84,542,133.3,150.9,Fleet 12,Simul,Cowboy,DKR,64.1,0,183227,0,Diesel,SAND_C_R
Polk 5H,84,597,106.7,120.1,Fleet 12,Simul,Monarch Butterfly,DKR,64.1,0,130639,0,Diesel,SAND_C_R
Polk 6H,84,607,,121.1,Fleet 12,Simul,Monarch Butterfly,DKR,64.1,0,133876,0,Diesel,SAND_C_A
San Juan 1H,49,316,,87.4,Fleet 2,Simul,Monarch Butterfly,DKR,64.4,0,0,10722,Turbine,SAND_C_R
San Juan 2H,41,303,102.4,,Fleet 2,Simul,Rodeo,DKR,64.4,0,0,9246,Turbine,SAND_C_X
San Juan 3H,49,341,120,89,Fleet 2,Simul,Longhorn,DKR,,0,0,12705,Turbine,SAND_C_A
San Juan 4H,49,313,106.7,92,Fleet 2,Simul,Bluebonnet,DKR,,0,0,13493,Turbine,SAND_C_A
San Juan 5H,49,300,,90.4,Fleet 2,Simul,Cowboy,DKR,64.4,0,0,14595,Turbine,SAND_C_R
San Juan 6H,49,310,133.3,147.5,Fleet 2,Simul,Cowboy,DKR,64.4,0,0,14748,Turbine,SAND_C_A
Hancock 1H,84,559,62.9,,Fleet 8,Zipper,Monarch Butterfly,DKR,64.6,0,62667,14518,DGB,SAND_C_A
Atkinson 1H,75,482,76.2,100.7,Fleet 6,Zipper,Longhorn,Gregory Gym,64.8,0,56212,14665,DGB,SAND_C_R
Atkinson 2H,75,557,76.2,93.5,Fleet 6,Zipper,Longhorn,Gregory Gym,64.8,0,54061,14685,DGB,SAND_C_X
Atkinson 3H,75,484,76.2,98.4,Fleet 6,Zipper,Longhorn,Gregory Gym,64.8,0,57321,14675,DGB,SAND_C_A
Atkinson 4H,75,538,85.7,98.7,Fleet 6,Zipper,Lone Star,Gregory Gym,64.8,0,61455,16035,DGB,SAND_C_R
Atkinson 5H,75,478,85.7,98.7,Fleet 6,Zipper,Lone Star,Gregory Gym,64.8,0,58830,17303,DGB,SAND_C_X
Atkinson 6H,75,500,85.7,99,Fleet 6,Zipper,Lone Star,Gregory Gym,64.8,0,64668,16384,DGB,SAND_C_X
Chenango 1H,50,314,106.7,119.9,Fleet 2,Simul,Monarch Butterfly,Moody Center,65.1,0,0,11277,Turbine,SAND_C_R
Chenango 2H,50,353,,121.3,Fleet 2,Simul,Monarch Butterfly,Moody Center,65.1,0,0,12007,Turbine,SAND_C_A
Chenango 3H,42,258,102.4,117.4,Fleet 2,Simul,Rodeo,Moody Center,65.1,0,0,9724,Turbine,SAND_C_R
Chenango 4H,42,262,102.4,117.7,Fleet 2,Simul,Rodeo,Moody Center,65.1,0,0,9781,Turbine,SAND_C_A
Chenango 5H,50,354,106.7,120.8,Fleet 2,Simul,Longhorn,Moody Center,65.1,0,0,11609,Turbine,SAND_C_A
Chenango 6H,50,327,106.7,129.7,Fleet 2,Simul,Longhorn,Moody Center,65.1,0,0,12390,Turbine,SAND_C_X
Chenango 7H,50,372,106.7,121,Fleet 2,Simul,Cowboy,Moody Center,65.1,0,0,11142,Turbine,SAND_C_X
Chenango 9H,50,312,106.7,121,Fleet 2,Simul,Bluebonnet,Moody Center,65.1,0,0,11789,Turbine,SAND_C_X
Chenango 10H,50,317,106.7,124.3,Fleet 2,Simul,Bluebonnet,Moody Center,65.1,0,0,11172,Turbine,SAND_C_R
Forsyth 1H,75,489,76.2,91.6,Fleet 4,Zipper,Armadillo,West Campus,,0,0,20319,Turbine,SAND_C_X
Forsyth 2H,75,562,76.2,71.6,Fleet 4,Zipper,Armadillo,West Campus,66.1,0,0,20306,Turbine,SAND_C_R
Forsyth 3H,75,548,76.2,97.9,Fleet 4,Zipper,Armadillo,West Campus,66.1,0,0,20319,Turbine,SAND_C_X
Cattaraugus 3H,64,398,95.2,118,Fleet 4,Zipper,Armadillo,Guadalupe,,0,0,23434,Turbine,SAND_C_X
Cattaraugus 4H,64,468,95.2,114.9,Fleet 4,Zipper,Armadillo,Guadalupe,66.5,0,0,22479,Turbine,SAND_C_X
Tuolumne 1H,51,384,62.9,,Fleet 4,Zipper,Monarch Butterfly,CPE,66.7,0,0,13114,Turbine,SAND_C_X
Tuolumne 2H,51,330,62.9,80.1,Fleet 4,Zipper,Monarch Butterfly,CPE,,0,0,13206,Turbine,SAND_C_R
Tuolumne 4H,43,253,73.1,86.3,Fleet 4,Zipper,Rodeo,CPE,66.7,0,0,10307,Turbine,SAND_C_X
Tuolumne 5H,43,277,73.1,85.6,Fleet 4,Zipper,Rodeo,CPE,66.7,0,0,10247,Turbine,SAND_C_A
Claiborne 1H,65,491,84,92.9,Fleet 12,Simul,Longhorn,Gregory Gym,66.8,0,96598,0,Diesel,SAND_C_A
Claiborne 2H,65,492,,96.3,Fleet 12,Simul,Longhorn,Gregory Gym,66.8,0,99846,0,Diesel,SAND_C_X
Claiborne 3H,65,458,84,98.7,Fleet 12,Simul,Longhorn,Gregory Gym,,0,78866,0,Diesel,SAND_C_X
Claiborne 4H,68,484,92,,Fleet 12,Simul,Lone Star,Gregory Gym,66.8,0,100870,0,Diesel,SAND_C_X
Claiborne 5H,68,463,92,,Fleet 12,Simul,Lone Star,Gregory Gym,,0,79188,0,Diesel,SAND_C_A
Claiborne 6H,69,457,92,99.4,Fleet 12,Simul,Lone Star,Gregory Gym,66.8,0,92145,0,Diesel,SAND_C_X
Grand 1H,41,288,102.4,111.9,Fleet 7,Simul,Rodeo,DKR,66.9,0,13314,5468,DGB,SAND_C_R
Grand 2H,49,325,120,,Fleet 7,Simul,Longhorn,DKR,66.9,0,18297,10105,DGB,SAND_C_A
Grand 3H,49,393,106.7,119,Fleet 7,Simul,Bluebonnet,DKR,66.9,0,19767,8101,DGB,SAND_C_A
Grand 4H,49,304,120,135,Fleet 7,Simul,Longhorn,DKR,66.9,0,18205,10108,DGB,SAND_C_A
Grand 5H,49,304,106.7,,Fleet 7,Simul,Monarch Butterfly,DKR,,0,19605,8117,DGB,SAND_C_R
Grand 6H,41,292,102.4,113.3,Fleet 7,Simul,Rodeo,DKR,,0,12981,5550,DGB,SAND_C_X
Jeff Davis 1H,36,294,106.7,107.1,Fleet 9,Simul,Bluebonnet,Gregory Gym,67,0,23793,4370,DGB,SAND_C_X
Jeff Davis 2H,36,203,106.7,126.5,Fleet 9,Simul,Bluebonnet,Gregory Gym,67,0,22712,5458,DGB,SAND_C_R
Jeff Davis 3H,36,229,106.7,,Fleet 9,Simul,Lone Star,Gregory Gym,67,0,21878,4586,DGB,SAND_C_A
Jeff Davis 4H,36,256,120,127.1,Fleet 9,Simul,Longhorn,Gregory Gym,67,0,29312,5458,DGB,SAND_C_R
Cottle 1H,50,389,96,108,Fleet 14,Simul,Monarch Butterfly,DKR,,0,62937,0,Diesel,SAND_C_X
Cottle 2H,50,312,96,105.7,Fleet 14,Simul,Monarch Butterfly,DKR,67,0,67466,0,Diesel,SAND_C_R
Cottle 3H,50,338,,103.7,Fleet 14,Simul,Monarch Butterfly,DKR,,0,65113,0,Diesel,SAND_C_X
Cottle 4H,50,370,96,,Fleet 14,Simul,Monarch Butterfly,DKR,67,0,69646,0,Diesel,SAND_C_X
Cottle 5H,50,337,96,104.9,Fleet 14,Simul,Monarch Butterfly,DKR,67,0,65770,0,Diesel,SAND_C_X
Schenectady 1H,68,511,57.1,75.3,Fleet 6,Zipper,Longhorn,Moody Center,67.4,0,36017,10823,DGB,SAND_C_X
Schenectady 2H,68,454,57.1,73.8,Fleet 6,Zipper,Longhorn,Moody Center,67.4,0,34939,10723,DGB,SAND_C_A
Schenectady 3H,68,489,57.1,77.3,Fleet 6,Zipper,Cowboy,Moody Center,67.4,0,35363,10956,DGB,SAND_C_X
Schenectady 4H,68,465,57.1,74.5,Fleet 6,Zipper,Cowboy,Moody Center,67.4,0,34555,10822,DGB,SAND_C_A
Monroe 1H,50,360,106.7,111.7,Fleet 9,Simul,Bluebonnet,DKR,,0,26425,9435,DGB,SAND_C_A
Monroe 2H,50,341,106.7,111.8,Fleet 9,Simul,Bluebonnet,DKR,,0,20838,9432,DGB,SAND_C_A
Monroe 3H,50,345,120,111.8,Fleet 9,Simul,Longhorn,DKR,67.5,0,23554,11118,DGB,SAND_C_X
Monroe 4H,50,309,120,130.4,Fleet 9,Simul,Longhorn,DKR,67.5,0,30147,11210,DGB,SAND_C_R
Monroe 5H,42,282,102.4,114,Fleet 9,Simul,Rodeo,DKR,67.5,0,23410,7213,DGB,SAND_C_R
Monroe 6H,42,342,102.4,115.4,Fleet 9,Simul,Rodeo,DKR,,0,19052,7332,DGB,SAND_C_A
Pike 1H,70,456,73.1,85.4,Fleet 8,Zipper,Rodeo,DKR,67.7,0,54373,627,DGB,SAND_C_X
Pike 2H,84,611,85.7,103.6,Fleet 8,Zipper,Longhorn,DKR,67.7,0,77545,1515,DGB,SAND_C_R
Pike 3H,84,561,95.2,113.1,Fleet 8,Zipper,Cowboy,DKR,67.7,0,90171,1521,DGB,SAND_C_A
Troup 1H,75,550,106.7,124.4,Fleet 9,Simul,Monarch Butterfly,Moody Center,68.2,0,43526,12530,DGB,SAND_C_R
Troup 2H,75,485,106.7,117.4,Fleet 9,Simul,Monarch Butterfly,Moody Center,68.2,0,62816,12344,DGB,SAND_C_A
Troup 3H,75,565,106.7,116.6,Fleet 9,Simul,Monarch Butterfly,Moody Center,68.2,0,44546,11938,DGB,SAND_C_X
Troup 4H,75,539,,147.2,Fleet 9,Simul,Bluebonnet,Moody Center,68.2,0,53665,15481,DGB,SAND_C_X
Troup 5H,75,527,133.3,138.6,Fleet 9,Simul,Bluebonnet,Moody Center,68.2,0,68591,13636,DGB,SAND_C_X
Troup 6H,75,527,133.3,146.9,Fleet 9,Simul,Bluebonnet,Moody Center,68.2,0,63892,15625,DGB,SAND_C_A
McDonough 1H,50,343,,107.2,Fleet 3,,Rodeo,CPE,68.3,0,0,17010,Turbine,SAND_C_X
McDonough 2H,50,318,,106.7,Fleet 3,,Rodeo,CPE,,0,0,17647,Turbine,SAND_C_X
Treutlen 1H,84,556,106.7,122.1,Fleet 12,Simul,Bluebonnet,DKR,68.5,0,150888,0,Diesel,SAND_C_R
Treutlen 2H,84,550,,136.5,Fleet 12,Simul,Longhorn,DKR,68.5,0,168405,0,Diesel,SAND_C_X
Treutlen 3H,84,591,,,Fleet 12,Simul,Cowboy,DKR,68.5,0,197160,0,Diesel,SAND_C_A
Treutlen 4H,70,529,102.4,113.1,Fleet 12,Simul,Rodeo,DKR,68.5,0,74927,0,Diesel,SAND_C_A
Treutlen 5H,70,486,102.4,,Fleet 12,Simul,Rodeo,DKR,,0,105082,0,Diesel,SAND_C_X
Treutlen 6H,84,556,,118.7,Fleet 12,Simul,Monarch Butterfly,DKR,68.5,0,140122,0,Diesel,SAND_C_A
Bingham 1H,75,521,76.2,94.2,Fleet 4,Zipper,Bluebonnet,Gregory Gym,,0,0,19244,Turbine,SAND_C_R
Bingham 2H,75,546,85.7,106.8,Fleet 4,Zipper,Longhorn,Gregory Gym,68.6,0,0,19244,Turbine,SAND_C_A
Bingham 3H,75,550,76.2,92.7,Fleet 4,Zipper,Lone Star,Gregory Gym,68.6,0,0,19244,Turbine,SAND_C_X
Shelby 1H,42,273,102.4,120.3,Fleet 14,Simul,Rodeo,DKR,69.3,0,89550,0,Diesel,SAND_C_X
Shelby 2H,50,362,133.3,145.6,Fleet 14,Simul,Cowboy,DKR,69.3,0,99252,0,Diesel,SAND_C_A
Shelby 4H,50,382,133.3,147.8,Fleet 14,Simul,Cowboy,DKR,,0,103470,0,Diesel,SAND_C_X
Shelby 5H,50,375,120,125.6,Fleet 14,Simul,Longhorn,DKR,69.3,0,97000,0,Diesel,SAND_C_A
Shelby 6H,50,348,106.7,120.4,Fleet 14,Simul,Bluebonnet,DKR,69.3,0,93023,0,Diesel,SAND_C_X
Teller 1H,64,402,115.2,,Fleet 9,Simul,Rodeo,West Campus,69.6,0,10557,14851,DGB,SAND_C_R
Teller 2H,76,582,,109.8,Fleet 9,Simul,Bluebonnet,West Campus,69.6,0,22557,16293,DGB,SAND_C_A
Teller 3H,76,499,96,111.7,Fleet 9,Simul,Bluebonnet,West Campus,69.6,0,24982,17394,DGB,SAND_C_X
Teller 4H,76,534,96,108.6,Fleet 9,Simul,Longhorn,West Campus,69.6,0,12781,17486,DGB,SAND_C_A
Teller 5H,76,493,,107.4,Fleet 9,Simul,Cowboy,West Campus,,0,12449,17386,DGB,SAND_C_R
Teller 6H,76,553,96,110.1,Fleet 9,Simul,Cowboy,West Campus,69.6,0,24215,17813,DGB,SAND_C_A
Culberson 1H,50,312,96,84.7,Fleet 2,Simul,Lone Star,West Campus,69.9,0,89700,0,Diesel,SAND_C_R
Culberson 2H,50,332,96,86.8,Fleet 2,Simul,Longhorn,West Campus,69.9,0,175230,0,Diesel,SAND_C_X
Culberson 3H,50,333,,84.5,Fleet 2,Simul,Lone Star,West Campus,69.9,0,86880,0,Diesel,SAND_C_R
Culberson 4H,50,394,96,85,Fleet 2,Simul,Longhorn,West Campus,,0,83034,0,Diesel,SAND_C_R
Culberson 5H,50,338,96,84.6,Fleet 2,Simul,Longhorn,West Campus,69.9,0,84177,0,Diesel,SAND_C_R
Flagler 1H,43,258,,115.6,Fleet 7,Simul,Rodeo,Moody Center,70.5,0,17880,6135,DGB,SAND_C_A
Jefferson 1H,43,351,102.4,84.3,Fleet 7,Simul,Rodeo,Moody Center,70.5,0,18110,6093,DGB,SAND_C_X
Flagler 2H,51,404,,119.7,Fleet 7,Simul,Monarch Butterfly,Moody Center,,0,21886,8124,DGB,SAND_C_R
Jefferson 2H,51,381,,85.7,Fleet 7,Simul,Monarch Butterfly,Moody Center,70.5,0,21320,7581,DGB,SAND_C_A
Jefferson 3H,51,328,96,88.3,Fleet 7,Simul,Longhorn,Moody Center,70.5,0,24111,8441,DGB,SAND_C_R
Flagler 3H,51,374,96,110.4,Fleet 7,Simul,Longhorn,Moody Center,70.5,0,23935,8394,DGB,SAND_C_R
Flagler 4H,51,310,,119,Fleet 7,Simul,Bluebonnet,Moody Center,70.5,0,22715,8503,DGB,SAND_C_X
Jefferson 4H,51,387,96,,Fleet 7,Simul,Cowboy,Moody Center,70.5,0,22208,8287,DGB,SAND_C_A
Flagler 5H,51,374,96,108.9,Fleet 7,Simul,Cowboy,Moody Center,70.5,0,22342,8269,DGB,SAND_C_X
Jennings 1H,75,539,,148.8,Fleet 12,Simul,Lone Star,CPE,71,0,174534,0,Diesel,SAND_C_R
Jennings 2H,75,529,133.3,,Fleet 12,Simul,Cowboy,CPE,71,0,182591,0,Diesel,SAND_C_A
Jennings 3H,75,532,133.3,140.8,Fleet 12,Simul,Cowboy,CPE,71,0,169760,0,Diesel,SAND_C_R
Jennings 4H,75,557,120,133.1,Fleet 12,Simul,Longhorn,CPE,71,0,165546,0,Diesel,SAND_C_A
Jennings 5H,75,530,120,132,Fleet 12,Simul,Longhorn,CPE,71,0,182408,0,Diesel,SAND_C_A
Jennings 6H,75,574,120,137.3,Fleet 12,Simul,Longhorn,CPE,71,0,164123,0,Diesel,SAND_C_X
Johnson 1H,49,368,96,,Fleet 14,Simul,Bluebonnet,DKR,71.1,0,70988,0,Diesel,SAND_C_X
Johnson 2H,49,333,96,104.9,Fleet 14,Simul,Bluebonnet,DKR,,0,71058,0,Diesel,SAND_C_X
Johnson 4H,49,333,96,103.9,Fleet 14,Simul,Rodeo,DKR,71.1,0,74232,0,Diesel,SAND_C_X
Johnson 5H,49,314,,,Fleet 14,Simul,Rodeo,DKR,71.1,0,71996,0,Diesel,SAND_C_X
Johnson 6H,49,307,96,106.4,Fleet 14,Simul,Rodeo,DKR,71.1,0,71872,0,Diesel,SAND_C_R
Jim Hogg 1H,62,465,120,127.9,Fleet 12,Simul,Lone Star,CPE,71.5,0,111521,0,Diesel,SAND_C_R
Jim Hogg 2H,62,469,120,125.2,Fleet 12,Simul,Lone Star,CPE,,0,108530,0,Diesel,SAND_C_X
Jim Hogg 3H,62,394,,129.3,Fleet 12,Simul,Lone Star,CPE,71.5,0,122519,0,Diesel,SAND_C_X
Jim Hogg 4H,49,325,109.3,115.8,Fleet 12,Simul,Longhorn,CPE,71.5,0,84959,0,Diesel,SAND_C_R
Jim Hogg 5H,50,303,109.3,133.6,Fleet 12,Simul,Longhorn,CPE,71.5,0,106211,0,Diesel,SAND_C_R
Jim Hogg 6H,50,330,,121.6,Fleet 12,Simul,Longhorn,CPE,71.5,0,101351,0,Diesel,SAND_C_A
Noble 1H,39,297,102.4,121,Fleet 1,Simul,Rodeo,Moody Center,71.6,0,0,11170,Turbine,SAND_C_R
Noble 2H,39,296,102.4,122.2,Fleet 1,Simul,Rodeo,Moody Center,71.6,0,0,11313,Turbine,SAND_C_R
Noble 3H,47,339,106.7,122.8,Fleet 1,Simul,Monarch Butterfly,Moody Center,71.6,0,0,12108,Turbine,SAND_C_X
Noble 4H,47,321,,134,Fleet 1,Simul,Bluebonnet,Moody Center,71.6,0,0,12253,Turbine,SAND_C_A
Hemphill 1H,50,306,68.6,85.2,Fleet 11,Zipper,Bluebonnet,DKR,71.7,0,77175,0,Diesel,SAND_C_R
Hemphill 2H,49,341,68.6,89.9,Fleet 11,Zipper,Bluebonnet,DKR,71.7,0,79968,0,Diesel,SAND_C_X
Hemphill 3H,49,295,68.6,60.5,Fleet 11,Zipper,Bluebonnet,DKR,,0,80181,0,Diesel,SAND_C_X
Hemphill 4H,49,315,68.6,,Fleet 11,Zipper,Rodeo,DKR,71.7,0,75067,0,Diesel,SAND_C_A
Hemphill 5H,49,322,68.6,84.2,Fleet 11,Zipper,Rodeo,DKR,71.7,0,76948,0,Diesel,SAND_C_R
Hemphill 6H,49,327,68.6,64.8,Fleet 11,Zipper,Rodeo,DKR,,0,80561,0,Diesel,SAND_C_X
Montgomery 2H,50,311,68.6,84.2,Fleet 15,Zipper,Bluebonnet,West Campus,71.9,0,81768,0,Diesel,SAND_C_A
Montgomery 3H,50,300,68.6,84.1,Fleet 15,Zipper,Bluebonnet,West Campus,71.9,0,79261,0,Diesel,SAND_C_A
Floyd 1H,66,480,77.1,,Fleet 8,Zipper,Cowboy,Guadalupe,72.2,0,60368,14161,DGB,SAND_C_X
Floyd 2H,75,565,76.2,86.6,Fleet 8,Zipper,Bluebonnet,Guadalupe,72.2,0,60946,15582,DGB,SAND_C_X
Floyd 4H,62,443,73.1,86.4,Fleet 8,Zipper,Rodeo,Guadalupe,72.2,0,48146,11884,DGB,SAND_C_A
Floyd 5H,62,464,73.1,,Fleet 8,Zipper,Rodeo,Guadalupe,72.2,0,50403,11690,DGB,SAND_C_R
Yazoo 1H,37,259,95.2,111.2,Fleet 6,Zipper,Pecan Tree,West Campus,,0,49178,8576,DGB,SAND_C_X
Yazoo 2H,37,219,95.2,,Fleet 6,Zipper,Pecan Tree,West Campus,72.3,0,45246,8282,DGB,SAND_C_A
Yazoo 3H,37,299,95.2,109,Fleet 6,Zipper,Pecan Tree,West Campus,,0,45507,8357,DGB,SAND_C_A
Orange 1H,68,464,71.4,136.3,Fleet 4,Zipper,Taco,DKR,,0,0,10930,Turbine,SAND_C_A
Orange 2H,68,505,71.4,128.5,Fleet 4,Zipper,Chili,DKR,72.7,0,0,27661,Turbine,SAND_C_A
Hardin 1H,50,343,76.2,90.9,Fleet 6,Zipper,Bluebonnet,Guadalupe,73,0,26180,10673,DGB,SAND_C_R
Hardin 2H,44,306,77.1,,Fleet 6,Zipper,Cowboy,Guadalupe,73,0,24844,9849,DGB,SAND_C_A
Hardin 3H,44,343,,92.6,Fleet 6,Zipper,Longhorn,Guadalupe,73,0,25740,9934,DGB,SAND_C_R
Hardin 4H,50,322,76.2,87,Fleet 6,Zipper,Monarch Butterfly,Guadalupe,73,0,25093,9554,DGB,SAND_C_A
Hardin 5H,42,298,73.1,84.5,Fleet 6,Zipper,Rodeo,Guadalupe,73,0,20419,8524,DGB,SAND_C_X
Hardin 6H,42,257,73.1,84.8,Fleet 6,Zipper,Rodeo,Guadalupe,,0,19866,7925,DGB,SAND_C_A
Wayne 1H,42,309,73.1,119,Fleet 8,Zipper,Rodeo,Guadalupe,73.1,0,25156,8315,DGB,SAND_C_X
Wayne 2H,42,299,73.1,124.4,Fleet 8,Zipper,Rodeo,Guadalupe,73.1,0,25963,8243,DGB,SAND_C_X
Wayne 3H,51,313,76.2,122,Fleet 8,Zipper,Bluebonnet,Guadalupe,73.1,0,31691,9972,DGB,SAND_C_A
Wayne 4H,51,404,76.2,124.9,Fleet 8,Zipper,Bluebonnet,Guadalupe,73.1,0,34168,10342,DGB,SAND_C_A
Barry 1H,51,356,76.2,88.3,Fleet 8,Zipper,Bluebonnet,Moody Center,,0,29021,9706,DGB,SAND_C_X
Barry 2H,51,372,76.2,86.7,Fleet 8,Zipper,Cowboy,Moody Center,73.1,0,27808,9667,DGB,SAND_C_R
Barry 3H,51,368,76.2,85.7,Fleet 8,Zipper,Monarch Butterfly,Moody Center,73.1,0,28036,9504,DGB,SAND_C_X
Barry 4H,43,264,73.1,83.1,Fleet 8,Zipper,Rodeo,Moody Center,73.1,0,19279,8048,DGB,SAND_C_R
St. John the Baptist 1H,43,343,102.4,114.1,Fleet 2,Simul,Rodeo,West Campus,73.3,690775,0,0,Grid,SAND_C_X
St. John the Baptist 3H,51,324,106.7,126.8,Fleet 2,Simul,Bluebonnet,West Campus,73.3,987051,0,0,Grid,SAND_C_R
St. John the Baptist 5H,51,343,120,127.3,Fleet 2,Simul,Longhorn,West Campus,73.3,974001,0,0,Grid,SAND_C_X
Vermilion 1H,39,233,73.1,80.5,Fleet 6,Zipper,Rodeo,Moody Center,73.6,0,20094,5636,DGB,SAND_C_X
Vermilion 2H,47,356,76.2,,Fleet 6,Zipper,Monarch Butterfly,Moody Center,73.6,0,28538,6869,DGB,SAND_C_R
Vermilion 3H,47,329,76.2,88.2,Fleet 6,Zipper,Bluebonnet,Moody Center,73.6,0,32203,7516,DGB,SAND_C_R
Thomas 1H,42,246,102.4,111.8,Fleet 14,Simul,Rodeo,Guadalupe,,0,52509,0,Diesel,SAND_C_R
Thomas 2H,50,398,106.7,,Fleet 14,Simul,Monarch Butterfly,Guadalupe,73.6,0,69100,0,Diesel,SAND_C_R
Thomas 3H,50,323,96,107.3,Fleet 14,Simul,Longhorn,Guadalupe,73.6,0,72019,0,Diesel,SAND_C_R
Thomas 4H,50,378,106.7,116.4,Fleet 14,Simul,Bluebonnet,Guadalupe,73.6,0,69851,0,Diesel,SAND_C_X
Thomas 5H,50,360,96,107.5,Fleet 14,Simul,Cowboy,Guadalupe,73.6,0,74728,0,Diesel,SAND_C_A
Scott 1H,51,345,106.7,79.9,Fleet 1,Simul,Longhorn,Guadalupe,73.7,0,0,13159,Turbine,SAND_C_A
